theta,r
-1.3062988815253394,140.6975465799872
-1.3056090376791694,140.67089329329124
-1.3054215931541369,140.62629804450953
-1.30523388971864,140.59187557465899
-1.3043550180155108,140.54490084250682
-1.303664369653221,140.53122959882882
-1.303475263053095,140.49745865337152
-1.3032858949423487,140.45083545159562
-1.3024045525960564,140.3681081173433
-1.301713103482693,140.35435248300783
-1.3015223260373,140.32618846095335
-1.3013312844650833,140.29816368985604
-1.3004474664930008,140.25884729896
-1.2997552204643072,140.19124755685414
-1.298870341555061,140.14278348311947
-1.2986771751863135,140.11949212396524
-1.2977907019706407,140.04657480026611
-1.2969033438021698,139.95218383052296
-1.2960151007545986,139.86927509037952
-1.2958195294526653,139.80439995506504
-1.2949296871978073,139.64658061154768
-1.294038959214209,139.5152089176536
-1.2938416844423215,139.47060568746727
-1.2929493533257765,139.35859088385513
-1.2927510857975593,139.31719973746675
-1.2918571485551258,139.16595786597503
-1.290962323854552,138.95320015125253
-1.2905620740416954,138.86554106018895
-1.2900666118087687,138.85067458457817
-1.2896649155838977,138.76464807006863
-1.2889685805399291,138.65953596404754
-1.2880703694758953,138.53395464345195
-1.2878679310459906,138.48534800161238
-1.2876652103004287,138.4360561291157
-1.286764656627424,138.339224622716
-1.2860673905611208,138.25215041721336
-1.285863213096883,138.1951419400042
-1.2856587505782666,138.15381860056718
-1.2847556863819303,138.14416986770092
-1.2838517316220321,138.05381570290322
-1.2836455183752236,138.01925628587216
-1.2827399391550478,137.95594421117374
-1.2818334686950905,137.90540263145272
-1.2816254957467068,137.87082548546778
-1.2807173970610326,137.77914847200853
-1.2798084064896231,137.7454834684053
-1.279388629242621,137.69693783394436
-1.2788985242222346,137.71198138622975
-1.27847726534287,137.64942704204105
-1.277776527281949,137.6333639493319
-1.2768641199513722,137.5690621061342
-1.2766518572394,137.5377991937603
-1.276439296647399,137.50654248653944
-1.275524507385733,137.46131837038746
-1.2748228768023757,137.45872979398513
-1.274608824259687,137.42126404062412
-1.2743944710073325,137.37183665528704
-1.2734771456606377,137.30971318801306
-1.2725589259144787,137.23362693102678
-1.2723427709446713,137.2005466911114
-1.2714229053508421,137.16463302821373
-1.271205693395327,137.13339623397655
-1.2702841790952037,137.08112108288196
-1.269361769157684,137.0395498424515
-1.2691427404334439,137.00832353836051
-1.2682186782115177,136.98155582556564
-1.2679985826476905,136.95034223107422
-1.267072865305232,136.89446038074402
-1.266367865781406,136.86451188544933
-1.2661462511660442,136.83331482384497
-1.2652187405198454,136.75174667101314
-1.264996050937254,136.71704489202529
-1.2640668809541376,136.62451579907273
-1.2631368140802597,136.54344378903698
-1.2629122803808446,136.51617108703155
-1.2626874291511723,136.4888937962236
-1.2617549320938193,136.41292349597205
-1.2610479237737156,136.37449471677039
-1.2608215368152482,136.33472674357728
-1.2605948293844018,136.2936075901097
-1.2596597657334643,136.22383545601474
-1.258723803550791,136.16137306341426
-1.2584952307487143,136.13025488261604
-1.2575575967936157,136.05214558258427
-1.2566190640320851,135.98916465076073
-1.25638861667732,135.958384305718
-1.2554484087816966,135.89089641365018
-1.2545073018412702,135.818202128103
-1.2540423095720077,135.7490960677386
-1.2535652962353327,135.73706986861765
-1.2530987432205407,135.64981819523177
-1.2523885007012885,135.63226343261877
-1.2514439172076155,135.5394532968292
-1.2512089102720623,135.5084315207875
-1.2509735690872938,135.4774029178191
-1.250026518273343,135.3816940608146
-1.249315479688676,135.33045598958876
-1.2490785674998492,135.31336571790868
-1.248841318030412,135.29628678861104
-1.2478916796041908,135.20824155773158
-1.2469411411132691,135.13339227155433
-1.2467019741268195,135.1024250209287
-1.2457497448042365,135.05819276522683
-1.2455094444025567,135.02150443413484
-1.24455552160703,134.96042002894086
-1.2436006981857275,134.86864836090996
-1.2426449746060533,134.79745539829827
-1.242401944858598,134.7557872009169
-1.241444524219326,134.693569758172
-1.240486203434217,134.59918447423613
-1.2402412284295994,134.56831820945837
-1.239281207537603,134.52149400591043
-1.2383202865525886,134.44690113257016
-1.2380733570321518,134.41915024710005
-1.2371107329385678,134.35907056158874
-1.2368626452988962,134.31840032124236
-1.235898315545966,134.2652404991655
-1.2349330853892297,134.21056348098395
-1.2346830277692495,134.14967316506826
-1.2344326116841366,134.09609986060877
-1.233464863005485,134.002213420906
-1.2327482500291955,133.94476438936414
-1.2324962131523813,133.89764892178982
-1.2315266626857415,133.86037691462755
-1.2312734511922994,133.79961113335725
-1.230302186761395,133.67617662720522
-1.2293300219415373,133.5928809339149
-1.2290748156833289,133.55984999976081
-1.2281009340900924,133.4603882621418
-1.2271261523756063,133.39723743829205
-1.2268689420633878,133.3498834966137
-1.2258924408166822,133.215438356721
-1.224915039760099,133.1779332460535
-1.2246558161039813,133.1185456551278
-1.2236766928075278,132.99301011037494
-1.2226966700567838,132.89303818086347
-1.2224354237670747,132.8460656985899
-1.222173801083071,132.80522109665458
-1.221191226122318,132.71672709960296
-1.2204710294208367,132.6858315952733
-1.2202077512088938,132.6227742105528
-1.2199440933623182,132.56613628369143
-1.2189588888234861,132.49216813300066
-1.2179727847837618,132.38412002010278
-1.2177070824734701,132.337252903666
-1.2167192462622558,132.23207896526833
-1.2157305110479657,132.1632599950241
-1.2154627549757282,132.1023227285105
-1.2144722850990237,132.02796184553372
-1.2134809167636575,131.9181958191943
-1.2132110976350585,131.87140826207764
-1.2122179922024678,131.7582010706338
-1.211223988902787,131.67951111109068
-1.2109520974281411,131.64378585889804
-1.209956354653502,131.56344220734366
-1.209683226021589,131.51949654985842
-1.208685741546347,131.39386195844168
-1.2079621781901784,131.36524855361526
-1.2076873597492652,131.3605434536965
-1.2074121431859774,131.322570626362
-1.2064120173997501,131.18984570290826
-1.20541099500714,131.105603784405
-1.205133681231831,131.07109372354088
-1.2041309126211694,130.97453976394658
-1.2038523448840122,130.9400384988032
-1.2028478279089407,130.8672035539369
-1.2018424150702427,130.74240099975455
-1.201561734535085,130.70420158714222
-1.2005545711964558,130.60898558433558
-1.1995465128375304,130.5489082106736
-1.1992637102391428,130.51370169124243
-1.1982538993070118,130.39261634544033
-1.1972431942486508,130.2908836742944
-1.1969582603324733,130.28394682936533
-1.1959458006908856,130.20345429571861
-1.1949324478684453,130.07075656269308
